Artist Name;Track Name;Popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_in min/ms;time_signature;Class
Ghost Iris;Coda;430;489;994;10;-2236;0;113;0,00205;683;333;218;90015;2430000;4;8
Slowdive;Alison;600;276;449;40;-11428;1;375;782;783;108;278;101687;2309870;4;6
Billie Eilish;I Didn't Change My Number;770;849;48;90;-5835;1;226;612;269;295;677;142021;264105;4;9
Garbage;Wolves - Edit;180;484;956;50;-6388;0;357;0,00259;705;257;643;145004;2195410;4;10
Britney Spears;Liar;400;59;776;60;-5272;0;705;705;0,00169;414;81;159946;3276883333;4;9
Ruff Sqwad;Functions On the Low;370;737;649;80;-7709;0;142;816;147;201;579;139961;2820670;4;5
Shlomo Artzi;?©?ô?†?ï?ô?ô ?û?ñ?í ?î?ê?ï?ï?ô?®;320;543;606;60;-1046;0;361;312;;374;833;86537;3406800;4;10
Manal;Casa Con Diez Pinos;340;528;563;20;-6975;1;41;706;155;149;652;168403;2544670;3;2
The Black Keys;Little Black Submarines;670;365;466;20;-7514;1;418;161;0,000668;106;487;95163;2512670;4;10
Noah Cyrus;July;830;708;186;90;-8953;0;42;868;;779;322;72541;1561060;4;9
Tomberlin;Wasted;550;765;563;40;-9765;1;397;422;122;142;703;93073;1494230;4;6
The Yardbirds;Over Under Sideways Down - The Mono Album;460;529;861;110;-10581;1;784;292;225;314;387;9652;1425070;4;6
Wolfmother;Woman;600;191;948;90;-3496;0;217;0,00278;864;945;215;150753;1756670;4;10
Led Zeppelin;No Quarter - Remaster;560;339;34;110;-14377;1;385;657;459;375;117;142362;4191330;4;10
Hollow Front;Falling Apart;480;534;979;90;-3645;0;987;292;;256;236;119993;2440000;4;10
San Holo;you‚Äôve changed, i‚Äôve changed;;416;623;50;-7898;1;45;121;225;27;194;130175;3116250;4;6
The Beatles;I Want To Hold Your Hand - Remastered 2015;720;49;715;70;-5549;1;476;386;;311;866;130726;1457470;4;10
Beloved;Only Our Faces Hide;300;361;954;20;-4097;1;575;0,00002;223;309;176;172944;2328530;4;10
The Cult;She Sells Sanctuary;690;55;765;70;-8684;1;287;0,000476;873;132;419;13946;2525330;4;10
Carach Angren;Franckensteina Strataemontanus;390;57;916;80;-6899;1;43;439;138;135;359;100041;1830080;4;8
Damien;To The Moon;490;375;412;;-21749;1;444;995;96;107;127;10074;1710000;4;5
Fleshkiller;Parallel Kingdom;200;45;977;10;-4172;1;122;0,000426;532;414;256;130009;2662220;3;8
Robert Counts;What Do I Know (feat. HARDY);520;533;589;;-614;1;299;405;;111;351;140049;2084180;4;10
Edgar Winter's White Trash;Keep Playin' That Rock 'n' Roll;160;695;864;90;-9509;1;344;935;;222;962;129613;2247070;4;2
Drake;What‚Äôs Next;870;781;594;;-6959;0;485;136;;162;628;129895;1781540;4;5
Julia Kent;Carapace;310;479;325;40;-1401;0;333;161;752;104;222;132046;2112160;4;1
Michael Chapman;The Man Who Hated Mornings;330;551;58;;-8581;1;363;493;559;213;473;63321;2472240;4;2
"Arthur ""Big Boy"" Crudup";My Mama Don't Allow Me;300;621;118;20;-14222;1;393;993;878;12;474;93082;1900410;4;2
Big Brother & The Holding Company;Piece of My Heart;690;443;727;40;-7951;1;145;263;141;169;566;16082;2533330;4;10
Timothy Kay Band;I'll Know;510;445;159;;-14159;1;419;924;865;113;155;68868;501885;4;7
Cody Johnson;Sad Songs and Waltzes (with Willie Nelson);540;546;351;110;-8279;1;271;701;0,000314;997;283;10579;2118670;3;1
Britney Spears;Just Like Me;;753;591;90;-7091;0;45;741;0,00187;108;563;101941;2742216667;4;9
The Weeknd;Save Your Tears;930;68;826;;-5487;1;309;212;0,00124;543;644;118051;2156270;4;9
SOJA;Something To Believe In;350;812;645;;-5044;1;377;499;;793;724;139974;2098240;4;10
Best Friends Club;Evil Containment Wave (Part II);200;814;569;90;-13422;0;796;554;821;132;514;120005;2500000;4;9
Van Halen;Hot For Teacher;690;552;947;20;-4671;1;15;652;25;637;465;127631;2827470;4;10
Johnny Adams;It Ain't The Same Thing;120;916;537;90;-9303;0;358;241;685;549;908;106951;2529070;4;2
Olivia Lunny;Sad To See You Happy;560;643;648;80;-5734;1;428;139;;162;552;139997;1749210;4;9
Rand Aldo;Desert Parade;420;211;109;;-18827;1;371;882;937;965;144;106225;314015;4;7
Merle Haggard;It's Not Love (But It's Not Bad);350;659;281;70;-13564;1;268;189;;112;518;108287;335645;4;4
Blxst, Tyga, Ty Dolla $ign;Chosen (feat. Ty Dolla $ign);820;571;767;20;-516;1;287;336;;809;605;93421;269473333;4;9
MOSSS;Here If You Want (Pale Blue);540;761;6;70;-7348;1;765;269;864;108;557;96015;1990360;4;6
The Sounds;Painted By Numbers;470;475;807;30;-3959;0;332;136;0,00674;109;731;145179;2000000;4;10
The Lumineers;Ho Hey;750;682;471;;-9182;1;301;765;;908;421;79907;1631330;4;9
Charlotte Day Wilson;Take Care of You (feat. Syd);630;683;486;40;-9726;0;11;822;227;276;279;126985;2130710;4;6
Lower Than Atlantis;Had Enough;450;561;823;20;-4851;1;97;29;17;492;525;93504;2007600;4;1
Jeris Johnson;One Night;540;625;778;10;-7207;1;642;921;;103;961;160039;1634920;4;1
Andi;Over;650;522;531;100;-6459;0;215;93;;43;149;94225;1532440;4;9
Elton John;Rocket Man (I Think It's Going To Be A Long, Long Time);800;601;532;100;-9119;1;286;432;0,000625;925;341;136571;469355;4;10
The Ben Webster Quintet;Makin' Whoopee;400;529;582;80;-19131;1;617;883;125;116;357;93486;453155;4;7
The Allergies;Get Yourself Some;300;731;647;50;-7937;0;355;487;;34;879;108017;1807070;4;2
Kings of Leon;Echoing;580;293;778;;-5581;1;34;147;227;102;24;147882;2173470;4;10
Shubha Mudgal;Awakning Main Sutti;10;276;659;60;-6642;0;352;219;0,00044;146;309;81611;6236083333;4;0
Galleons;Playing With Fire is Such a Clich?©;420;471;925;70;-4633;1;598;254;0,00265;356;768;100012;3030000;4;8
Zara Larsson;Morning;340;619;631;110;-6018;1;104;131;0,000118;246;772;106309;1753050;4;9
A. K. Paul;Be Honest;380;806;197;;-12945;1;207;252;0,000235;835;337;124005;2370270;4;6
Marilyn Manson;Third Day Of A Seven Day Binge;490;607;938;;-3072;1;487;228;709;149;65;110014;2667020;4;8
Hadag Nahash;?°?¢!;400;83;819;10;-478;0;686;741;0,000545;134;846;113002;2281170;4;5
Tori Harper;After Dark;460;647;512;110;-8479;1;381;856;;134;716;111957;413833333;4;0
Saint Sister;Causing Trouble - Kormac Remix;500;306;54;50;-7196;1;414;625;454;152;147;75382;2277070;4;1
ISLAND;Do You Remember The Times;280;572;949;90;-3498;1;362;14;0,00744;705;607;138013;2248400;4;1
Don Henley;Sunset Grill;480;557;577;80;-12175;1;27;796;0,00231;604;445;91877;3790000;4;10
Mukesh, Lata Mangeshkar;Aa Ab Laut Chalen;230;293;567;90;-7705;0;394;872;212;44;669;146359;4381783333;4;3
Ron Gallo;Kill the Medicine Man;320;41;823;90;-6237;1;655;554;215;154;284;90471;1537170;4;1
Thieves Like Us;Drugs in My Body;450;689;657;20;-10419;0;449;843;459;15;802;116872;2166000;4;6
Dermot Kennedy;Shelter;;368;274;10;-14878;1;413;956;112;658;459;84549;45;4;0
Car, the garden;A Kid From Bathroom;230;616;754;50;-3887;0;404;324;49;897;484;113959;1638750;4;10
Sense Field;Dreams;230;505;659;30;-12146;1;256;321;986;116;461;10153;2626000;1;10
Television;Venus;470;55;631;;-11493;1;385;898;18;503;908;114553;2290270;4;1
Earth, Wind & Fire;September;800;697;832;90;-7264;1;298;168;131;269;979;125926;2150930;4;10
The Foxies;Screws;380;576;829;;-4323;0;593;265;515;304;652;16799;1653230;4;10
AJ Tracey;Kukoƒç (feat. NAV);680;741;851;90;-603;0;672;207;;296;84;141987;1950000;4;5
Type O Negative;Cinnamon Girl;450;484;913;10;-5942;1;45;13;78;992;465;99052;2483330;4;8
Avril Lavigne;Head Above Water;690;578;694;50;-5351;1;706;112;;102;268;129921;2208500;4;9
Tempa T;Next Hype - Instrumental;190;869;761;80;-6449;1;105;16;829;736;281;139973;2396400;4;5
Viscera;Lamb to the Slaughter;330;423;958;70;-5251;0;188;0,00246;127;388;174;119967;2305000;4;8
Skating Polly;Hollywood Factory;300;605;722;110;-5852;1;517;47;461;104;961;124711;1750530;4;1
Samuel Lindon, Ensemble Cordes De La Mer;La Tour - Orchestral Version;440;179;59;20;-18992;0;387;985;951;101;845;74702;2320266667;4;7
Black Pumas;Colors;660;546;696;40;-6537;1;335;887;0,00184;195;596;89882;2465870;4;10
The Jesus and Mary Chain;April Skies;540;545;717;30;-6869;1;36;417;406;136;589;118515;2396210;4;10
Charlie Feathers;One Hand Loose;310;661;762;40;-9581;1;38;792;0,00338;121;911;89292;1444800;4;10
Chicocurlyhead;Modelo;470;594;666;30;-5237;0;211;565;;891;507;8175;1602440;4;5
Westlife;If Your Heart's Not In It;;533;565;;-7092;1;249;399;;315;34;82973;4339333333;4;9
Rochelle Jordan;Something;340;778;703;10;-5978;0;391;193;0,00421;69;493;126015;2395160;3;6
Nasty Cherry;Win;490;778;552;70;-5987;1;367;661;607;815;499;115032;1642030;4;1
Psymon Spine;Milk;340;765;476;;-8069;0;969;213;177;106;598;107004;2544610;4;6
Power Trip;Executioner's Tax (Swing of the Axe);540;484;991;80;-4028;0;676;289;657;359;559;167035;2252450;4;8
Nothing;Blue Line Baby;360;248;687;20;-6233;1;393;224;85;639;17;164622;2708530;4;6
Alien Sex Fiend;I Walk The Line;360;564;804;20;-11786;1;733;311;81;463;397;123716;2916000;4;10
Lush;Sweetness and Light;450;46;878;40;-7903;1;514;326;813;967;34;109903;3170930;4;6
DJ Khaled;I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby);830;757;721;40;-2906;0;691;196;;647;364;124036;1653660;4;9
Remi Wolf;Photo ID (with Dominic Fike);670;747;822;10;-515;1;893;192;;288;862;115937;2079270;4;6
Data;Rapture;270;541;882;30;-3929;0;219;158;;79;423;142867;2183730;4;1
Paladin;The River Dragon Has Come;280;485;975;60;-4956;1;692;0,00307;77;443;265;13991;3050520;4;8
Michael Kiwanuka;You Ain't The Problem;590;643;773;10;-7998;1;414;188;412;986;653;124538;2493330;4;9
Death Valley Girls;Street Justice;250;324;948;90;-4609;1;522;0,000885;561;165;342;90542;1605870;4;1
MONOEYES;„É™„Ç?„Éº„Éâ„Éû„É?;400;472;862;90;-4835;1;324;0,00249;0,000608;76;956;94984;2470670;4;10
The Cult;She Sells Sanctuary;690;55;765;70;-8684;1;287;0,000476;873;132;419;13946;2525330;4;6
Tuna;?û?®?§?ß?ô?ù;420;542;812;60;-6485;1;107;798;;693;577;72936;2864700;4;5
Part-Time Friends;Paris en ao?ªt;370;709;554;;-9802;1;734;375;796;108;631;138117;2101470;4;6
Concha Piquer;Tatuaje;350;46;223;20;-8974;0;138;995;957;253;306;78306;1882000;4;9
Arcade Fire;Wake Up;650;252;8;;-4845;1;368;12;538;118;29;139361;3353330;4;1
Ana Alcaide;Elenion;400;701;204;40;-17527;0;406;964;835;985;27;104983;4314666667;3;7
TDJ;Open Air;370;667;51;10;-10133;1;436;176;283;857;16;141077;2515550;4;1
Britney Spears;Don't Let Me Be the Last to Know;570;633;755;40;-6566;1;421;158;;273;729;13896;3848883333;4;9
Miri Mesika;?ó?ì?©?ï?™ ?ò?ï?ë?ï?™;150;437;469;20;-6321;0;293;73;;104;369;139824;1774930;3;9
Institute;Bulletproof Skin;440;327;852;60;-4798;1;613;295;;12;222;180075;2651070;4;10
James Taylor;Fire and Rain - 2019 Remaster;730;597;271;50;-17293;1;394;766;119;933;338;76271;2036130;4;10
James Otto;Just Got Started Lovin' You;620;705;606;70;-7047;1;243;159;149;242;876;98001;3910666667;4;4
elegant slims;Not Human;460;52;815;110;-4758;0;488;172;0,000192;89;466;91972;1993870;4;10
Ms. Lauryn Hill;Lost Ones;610;832;749;20;-6129;1;37;998;0,000374;837;65;94899;3339070;4;5
Goldfinger;Put The Knife Away;450;241;916;80;-39;1;168;868;;31;67;186797;1779240;4;10
Dire Straits;Money For Nothing;420;666;667;20;-9305;0;371;43;5;74;679;134219;851555;4;10
Eyal Golan;?û?ê?û?ô;320;552;653;60;-452;0;327;48;;11;473;140046;3024660;4;9
Bleachers;Chinatown (feat. Bruce Springsteen);640;442;689;40;-5289;1;251;458;;11;208;89001;2479680;3;6
MAX RAD;Where Are We Now?;320;742;657;90;-10579;0;105;687;613;274;656;107479;1974770;4;6
The Faint;The Geeks Were Right;370;737;668;50;-6261;0;323;405;0,00604;385;961;131009;1762400;4;6
Kojaque;Town's Dead;450;529;746;80;-8288;1;649;271;0,000794;158;184;83978;1863340;4;10
Limp Bizkit;Take A Look Around;720;425;852;110;-5607;1;46;175;306;935;512;101968;3210400;4;10
Freddie King;Going Down;590;565;526;;-11352;1;365;339;119;11;637;167936;2043330;4;2
Nick Hakim;QADIR - Single Version;290;766;488;80;-6402;0;595;257;132;155;582;142035;2419200;4;6
Pritam, Arijit Singh;"Hardum Humdum (From ""Ludo"")";500;59;821;20;-4933;1;444;346;0,000838;454;784;116942;3133333333;4;3
Omer Adam;?û?ë?ô?ò ?û?î?¶?ì;360;715;755;10;-5213;0;534;501;;663;615;132003;2237600;4;9
Van Halen;Poundcake;390;487;948;40;-7754;1;43;662;102;506;242;105395;3217070;4;8
The Who;Behind Blue Eyes;710;394;622;40;-8258;0;336;213;0,00445;892;342;126844;2214270;4;10
Garmarna;Tv?• Systrar;390;516;655;;-9428;0;306;664;107;891;19;120028;3527870;3;8
Caitlyn Smith;Cheap Date;540;587;299;20;-6649;1;327;853;0,000211;149;184;96657;1900670;3;9
Leroy Carr;Papa's on the House Top;290;683;285;30;-12101;1;366;994;603;122;783;94913;1754000;4;2
Fickle Friends;Cosmic Coming of Age;460;603;674;60;-8193;1;591;139;0,000341;116;732;93004;2042590;4;6
Trippie Redd;PILL BREAKER (feat. blackbear & Machine Gun Kelly);710;527;79;20;-6268;1;788;16;;37;236;153034;1770590;3;10
bl00dwave;Blue;330;626;861;90;-7384;0;285;114;562;101;501;110014;1461820;4;6
Johnny Winter;Third Degree;420;256;573;;-12179;1;408;141;279;111;824;205057;3956000;3;2
Gaetano Donizetti, Academy of St. Martin in the Fields, Sir Neville Marriner;String Quartet in D - Arr. for string orchestra: 1. Allegro;200;269;154;90;-18072;1;387;93;751;109;104;134817;6858216667;4;7
Chapterhouse;Breather;370;267;94;90;-7052;1;629;126;161;358;21;155581;2587600;4;6
ILLENIUM;Crawl Outta Love - The Glitch Mob Remix;410;476;798;20;-5405;1;869;677;914;583;372;92781;3096770;4;10
Kaiser Chiefs;Oh My God;410;367;938;70;-4643;1;464;52;0,000518;428;556;177916;2148800;4;1
ATB, Topic, A7S;Your Love (9PM);880;669;784;70;-5603;1;112;194;0,000628;115;517;125993;250088333;4;9
LO;Ani Oogiot;30;559;463;;-11841;1;257;201;226;122;155;99014;2295200;4;6
MOSES;Cause You Got Me;460;494;805;10;-6437;1;293;595;0,00712;636;571;96996;2325260;4;10
ILLENIUM;First Time;740;526;667;90;-5451;1;437;505;;321;43;155085;1657790;4;10
Shreya Ghoshal;Mann Bheetar;190;616;547;70;-763;1;342;739;362;121;345;110025;6484166667;4;0
MOD SUN;Heavy (feat. blackbear);650;367;707;50;-4698;0;44;806;;358;377;83032;1677650;4;1
Glass Animals;Tangerine;690;845;583;90;-5948;0;773;114;536;1;842;149941;2005840;4;6
Aerosmith;Train Kept a Rollin';530;359;854;110;-9799;0;418;194;767;841;472;99414;3332270;4;10
Eyal Golan;?§?®?ó?ô?ù ?ë?û?ì?ë?®;330;478;447;100;-4828;0;295;55;;145;321;75053;2164960;4;9
Bathtub Cig;My Friend;260;689;208;70;-15944;1;344;96;635;933;194;96052;2205140;4;6
Louf;Formation - Otik Remix;330;434;599;100;-11966;0;734;189;891;929;436;109188;4366300;5;1
Black Sabbath;Iron Man - 2012 - Remaster;380;336;796;60;-10845;0;896;361;143;621;417;15528;3536130;4;10
Yung Bleu;Ghetto Love Birds;570;604;522;80;-6796;1;924;734;172;113;287;93169;1860390;4;5
George Strait;The Fireman;560;664;601;20;-13379;1;616;137;0,00309;567;934;168979;2572666667;4;4
BENEE;Night Garden (feat. Kenny Beats & Bakar);550;712;625;90;-4925;0;29;154;;509;48;17794;2218650;4;6
DDG;Get What You Want (feat. PnB Rock);500;799;494;70;-12029;1;266;147;929;115;234;136019;1861960;4;5
Eugene Bridges;In Your Arms Again;80;668;614;40;-7882;0;278;127;;367;46;10357;3085730;4;2
Dead Pony;Speak of the Devil;320;431;777;70;-7853;1;494;207;0,00125;105;361;76027;2152960;4;10
iann dior;Darkside;580;695;869;50;-6914;1;264;71;;343;92;123991;1548710;4;10
Idan Amedi;?ê?†?ô ?®?ï?¶?î;450;632;499;20;-7975;0;313;788;;199;332;105876;2070200;4;9
Johnny Adams;This Time I'm Gone For Good;290;418;387;50;-1179;0;634;216;127;142;361;202033;2803600;3;2
Lime Cordiale;On Our Own;570;705;692;90;-7271;1;303;149;193;137;772;125933;2166360;4;6
Isaac DaBom;?™?ë?ò?ô?ó?ô ?ú?ô;150;831;632;80;-8875;0;13;139;0,000271;112;647;103023;2814770;4;9
Ghetts;IC3 (feat. Skepta) - Single Version;480;663;645;80;-7977;1;398;443;;166;394;128023;2311070;4;5
Shivam Pathak;Ek Dil Ek Jaan;570;528;664;20;-7262;1;377;226;;121;109;97893;36645;4;3
The Soft Cavalry;Dive;280;5;528;20;-10051;1;276;44;243;911;94;780;2553850;4;6
Willie J Healey;Big Nothing;380;466;699;70;-6101;1;319;475;65;221;716;190384;1422460;4;6
The Kinks;Lola - Remastered;570;468;839;90;-739;1;365;459;461;151;935;151842;2420270;4;10
Suldusk;The Elm;380;601;439;40;-10507;0;253;43;107;125;186;106973;2108340;4;8
Kurt Vile;Pretty Pimpin;630;566;663;80;-9068;1;278;945;294;915;762;91108;2987600;4;6
Yameii Online;Baby My Phone;700;427;666;50;-7902;0;415;176;229;856;232;85022;2157710;4;9
Nikola Zolkiewska;Smoothness;550;325;164;;-1719;0;438;958;899;112;211;49196;25641;3;7
The Rolling Stones;Gimme Shelter;;63;616;10;-8128;0;309;463;408;173;509;11865;451288333;4;10
Rod Stewart;The First Cut Is the Deepest;600;546;627;;-9037;1;244;316;114;96;764;81278;452;4;0
Jackie Hayes;eye 2 eye;480;638;666;40;-6951;0;392;784;0,00665;314;651;131962;1854550;4;6
Jack Fruit;wrong but worth it;300;627;5;90;-9615;0;46;957;385;522;353;120025;1787110;4;9
Phoria;Current;490;254;117;80;-2135;0;376;964;875;111;447;78533;3509740;4;1
Shocking Blue;Inkpot;370;655;648;40;-8708;1;345;102;;946;712;125603;1590000;4;2
James Bay;If You Ever Wanna Be In Love - James Bay Spotify Session 2015;660;68;315;110;-8425;1;391;913;;712;361;117614;394645;4;0
Elliott Ok;72;140;398;338;70;-10084;1;304;328;319;99;188;13575;2229060;4;6
The Zombies;Time of the Season - Mono Version;660;537;7;40;-6852;0;366;142;0,000158;383;695;117111;2140270;4;10
AC/DC;Big Gun;590;569;901;90;-5197;1;544;555;26;16;839;133194;2594130;4;8
Webb Pierce;There Stands The Glass;200;524;176;30;-1114;1;345;911;;366;676;115996;1460000;4;10
Swamp Dogg;Please Let Me Go Round Again;340;716;33;;-13283;1;46;193;0,00294;124;572;139927;2808400;4;6
The Pale White;Wisdom Tooth;290;441;884;;-4319;1;104;408;812;406;468;129931;1711070;4;10
Machine Gun Kelly;forget me too (feat. Halsey);800;654;875;10;-4845;1;744;417;86;194;522;99975;1716210;4;10
Wallice;Hey Michael;600;759;636;40;-6387;1;473;386;117;643;921;120019;1798520;4;6
Tim Montana;Be A Cowboy;490;512;885;110;-3558;1;359;208;;101;47;85017;2017070;4;10
Low (Acoustic);Angel Snow;330;557;264;90;-10625;1;28;874;0,00116;984;433;77099;3445166667;4;0
Johnny Cash;Big River;540;632;559;50;-1049;1;674;854;103;127;884;182942;1514270;4;10
LILHUDDY;The Eulogy of You and Me;640;513;848;40;-4644;1;676;161;;336;394;143968;1833620;4;9
BTS;Butter;;759;459;80;-5187;1;948;323;;906;695;109997;1644420;4;9
Shimi Tavori;?¢?ï?ì ?°?ô?§?ï?® ?ê?ó?ì ?©?ú ?ê?î?ë?î;290;477;342;;-1344;1;273;304;;206;346;84871;2524670;4;9
The Wallflowers;Sleepwalker;440;534;892;40;-504;0;28;697;;109;749;128834;2110270;4;10
Five Finger Death Punch;Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May);580;45;872;70;-491;1;353;18;0,00161;833;396;156059;2746150;4;8
2 Chainz;Grey Area;700;897;767;110;-4544;1;959;679;364;129;675;134913;1718380;4;5
Faze Miyake;Stay Woke;20;655;438;;-11276;1;433;12;648;222;557;148018;1747240;4;5
Jess Locke;Universe;280;653;543;110;-7154;0;26;852;0,000537;295;419;97029;2197530;4;6
Jeremy Zucker;emily;660;551;249;;-11392;1;6;68;22;112;257;15602;2337470;3;9
Wild Pink;The Shining but Tropical;400;501;792;40;-731;1;255;708;318;67;645;88014;2916130;4;1
Jeezy;And Then What;330;75;723;;-5452;1;231;829;;588;747;170006;2454800;4;5
Mukesh, Lata Mangeshkar;Begani Shadi Men Abdulla Diwana;170;715;446;40;-10887;0;591;908;198;427;932;102673;361555;4;3
Passion Pit;Take a Walk;710;566;755;110;-5526;1;368;338;;315;445;101006;2644930;4;6
Shawnna;Gettin' Some;470;823;586;40;-6044;0;336;901;;605;611;78054;2027600;4;5
Walter Wolfman Washington;Landslide;180;705;811;110;-5483;0;133;27;248;233;549;97938;3138130;4;2
Jamestown Revival;Prospector's Blues;450;529;652;40;-7592;1;348;607;;893;486;76052;2397330;4;1
Second to Sun;Marsch der W??lfe;280;313;933;20;-4574;1;62;0,000482;139;717;958;7601;3157900;4;8
Baby Keem;durag activity (with Travis Scott);800;89;701;;-5712;0;342;306;0,000306;895;505;80462;2250200;4;5
Armon;Hot Summer;80;352;648;90;-7426;1;375;37;432;27;36;82436;3498220;4;6
Long Distance Calling;Hazard;340;287;77;20;-7477;1;546;483;445;519;293;71072;3689730;4;8
The Jungle Giants;Treat You Right;560;664;759;90;-4926;0;428;169;25;179;771;160023;2214660;4;9
Sha Na Na;At the Hop - Live at Woodstock;220;294;923;40;-12239;0;212;198;128;992;208;135384;1847870;4;10
Wallice;23;550;576;597;50;-4974;1;391;22;;914;614;133686;1647820;4;6
Dead by April;Let It Go;510;42;937;;-2672;0;152;938;;166;412;156059;1911540;4;8
Beck;Dreams;590;582;938;10;-5726;0;392;733;202;841;8;113999;3144870;4;6
The Killers;Mr. Brightside;820;352;911;10;-523;1;747;121;;995;236;148033;2229730;4;10
Hemanth Bhagavath, Vignesh Prabhu, Swayam Prakash Prabhu;Jog Fusion;130;645;504;90;-13495;1;145;974;786;23;511;124904;4725;4;0
Parker Millsap;Hades Pleads;480;568;632;90;-6958;1;161;245;246;401;711;164823;1561070;4;10
bbno$;bad to the bone;670;95;574;110;-7969;0;251;973;274;801;656;106042;1415090;4;9
No s?© a qui?©n matar;No S?© a Qui?©n Matar;340;561;704;90;-6062;1;232;412;857;217;678;9899;2194750;4;6
AWOLNATION;The Best (feat. Alice Merton);530;645;86;20;-5041;0;31;128;517;929;4;111029;2233200;4;10
Bruce Springsteen;Ghosts;580;532;736;110;-6901;1;383;146;961;292;656;125105;3548130;4;10
Jamie O'Neal;When I Think About Angels;460;507;843;110;-3421;1;108;274;;295;504;193708;304355;4;4
